Isolate_name_long	isolate_name_short	virus	Accession	Strain	Date y-m-d	Country	State	Authors	Pub title	Host	lat	long
AUS/NSW/NYNGAN/2005	AUS/NSW/NYNGAN/2005	RHDV	EU650679.1 	GI.1c	1/10/2005	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.557764	147.163848
AUS/NSW/OAK-1/2015	AUS/NSW/OAK-1/2015	RHDV	KY628317.1 	GI.4eP_GI.1a	1/02/2015	AUS	NSW	Mahar et al	Detection and Circulation of a Novel Rabbit Hemorrhagic Disease Virus in Australia.	Domestic	-34.079062	150.568587
AUS/NSW/OC-M2/2007	AUS/NSW/OC-M2/2007	RHDV	KF494912.1 	GI.1c	1/09/2007	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.640135	149.629019
AUS/NSW/OC-M8/2007	AUS/NSW/OC-M8/2007	RHDV	KF494913.1 	GI.1c	4/03/2007	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.640135	149.629019
AUS/NSW/ORAN-1/2015 	AUS/NSW/ORAN-1/2015 	RHDV	MF421643.1 	GI.1bP_GI.2	15/10/2015	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-33.269911	149.101577
AUS/NSW/ORAN-2/2016	AUS/NSW/ORAN-2/2016	RHDV	unpub	GI.1bP_GI.2	3/11/2016	AUS	NSW	Hall et al	unpub	Wild	-33.297965	149.081941
AUS/NSW/ORAN-6/2017	AUS/NSW/ORAN-6/2017	RHDV	unpub	GI.1bP_GI.2	10/04/2017	AUS	NSW	Hall et al	unpub	Unknown	-33.222686	149.097176
AUS/NSW/ORAN-7/2017	AUS/NSW/ORAN-7/2017	RHDV	unpub	GI.1bP_GI.2	5/06/2017	AUS	NSW	Hall et al	unpub	Unknown	-33.364012	149.118848
AUS/NSW/OUR-1/2014	AUS/NSW/OUR-1/2014	RHDV	KY628318.1 	GI.1c	1/06/2014	AUS	NSW	Mahar et al	Detection and Circulation of a Novel Rabbit Hemorrhagic Disease Virus in Australia.	Wild	-33.308277	151.345337
AUS/NSW/OUR-2/2014	AUS/NSW/OUR-2/2014	RHDV	KY628319.1 	GI.1c	1/06/2014	AUS	NSW	Mahar et al	Detection and Circulation of a Novel Rabbit Hemorrhagic Disease Virus in Australia.	Wild	-33.308277	151.345337
AUS/NSW/RED-1/2017	AUS/NSW/RED-1/2017	RHDV	unpub	GI.4eP_GI.1a	10/10/2017	AUS	NSW	Hall et al	unpub	Domestic	-33.014137	151.704482
AUS/NSW/ROCFOR-1/2011	AUS/NSW/ROCFOR-1/2011	RHDV	KF494914.1 	GI.1c	1/04/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-33.365405	149.430472
AUS/NSW/ROCFOR-2/2011	AUS/NSW/ROCFOR-2/2011	RHDV	KF494915.1 	GI.1c	1/04/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-33.365405	149.430472
AUS/NSW/ROCKL-1/2011	AUS/NSW/ROCKL-1/2011	RHDV	KF494916.1 	GI.1c	1/03/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-29.504836	151.397799
AUS/NSW/ROCKL-2/2011	AUS/NSW/ROCKL-2/2011	RHDV	KF494917.1 	GI.1c	1/03/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-29.504836	151.397799
AUS/NSW/RUS-1/2016 	AUS/NSW/RUS-1/2016 	RHDV	MF421589.1 	GI.1bP_GI.2	15/02/2016	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-29.753278	152.889971
AUS/NSW/SGA-1/2016 	AUS/NSW/SGA-1/2016 	RHDV	MF421595.1 	GI.1bP_GI.2	11/08/2016	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-29.725933	152.942365
AUS/NSW/SWI-1/2016 	AUS/NSW/SWI-1/2016 	RHDV	MF421654.1 	GI.1bP_GI.2	12/01/2016	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-33.646725	150.802511
AUS/NSW/TAR-2/2015 	AUS/NSW/TAR-2/2015 	RHDV	MF421639.1 	GI.1bP_GI.2	21/08/2015	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.092453	149.679019
AUS/NSW/TUB-1/2016	AUS/NSW/TUB-1/2016	RHDV	unpub	GI.4eP_GI.1a	13/07/2016	AUS	NSW	Hall et al	unpub	Wild	-34.185851	148.007269
AUS/NSW/VITTO/2011	AUS/NSW/VITTO/2011	RHDV	KF494920.1 	GI.1c	1/02/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-33.43684	149.263515
AUS/NSW/WAL-1/2015	AUS/NSW/WAL-1/2015	RHDV	KY628320.1 	GI.4eP_GI.1a	1/01/2015	AUS	NSW	Mahar et al	Detection and Circulation of a Novel Rabbit Hemorrhagic Disease Virus in Australia.	Domestic	-31.028033	151.686739
AUS/NSW/WAT1-13/2007 	AUS/NSW/WAT1-13/2007 	RHDV	KT006731.1 	GI.1c	9/12/2007	AUS	NSW	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-35.119967	148.982904
AUS/NSW/WES-1/2015 	AUS/NSW/WES-1/2015 	RHDV	MF421644.1 	GI.1bP_GI.2	15/10/2015	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.331654	149.060165
AUS/NSW/WOODSTK/2011	AUS/NSW/WOODSTK/2011	RHDV	KF494918.1 	GI.1c	1/03/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-33.857351	148.952499
AUS/NSW/YAR-1/2015 	AUS/NSW/YAR-1/2015 	RHDV	MF421701.1 	GI.4eP_GI.1a	1/09/2015	AUS	NSW	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-33.215364	151.267294
AUS/NSW/YOUNG/2011	AUS/NSW/YOUNG/2011	RHDV	KF494919.1 	GI.1c	1/07/2011	AUS	NSW	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.298712	148.320837
AUS/NSW/YRR-1/2017	AUS/NSW/YRR-1/2017	RHDV	unpub	GI.1a	2/03/2017	AUS	NSW	Hall et al	unpub	Unknown	-34.787267	149.608786
AUS/NT/ASP-1/2016 	AUS/NT/ASP-1/2016 	RHDV	MF421660.1 	GI.1bP_GI.2	21/04/2016	AUS	NT	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-23.698073	133.880246
AUS/NT/DAR-1/2015 	AUS/NT/DAR-1/2015 	RHDV	MF421659.1 	GI.1bP_GI.2	2/12/2015	AUS	NT	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Unknown	-12.465425	130.85141
AUS/QLD/CRY-1/2017	AUS/QLD/CRY-1/2017	RHDV	unpub	GI.1bP_GI.2	27/03/2017	AUS	QLD	Hall et al	unpub	Wild	-27.522544	151.935017
AUS/QLD/HFL-5/2017	AUS/QLD/HFL-5/2017	RHDV	unpub	GI.1bP_GI.2	21/02/2017	AUS	QLD	Hall et al	unpub	Wild	-27.489752	151.947141
AUS/QLD/HFL-7/2017	AUS/QLD/HFL-7/2017	RHDV	unpub	GI.4eP_GI.1a	6/07/2017	AUS	QLD	Hall et al	unpub	Wild	-27.4884	151.945574
AUS/QLD/WCP-1/2016	AUS/QLD/WCP-1/2016	RHDV	unpub	GI.1bP_GI.2	22/11/2016	AUS	QLD	Hall et al	unpub	Unknown	-27.5397	152.71344
AUS/QLD/WGE-5/2017	AUS/QLD/WGE-5/2017	RHDV	unpub	GI.1bP_GI.2	3/03/2017	AUS	QLD	Hall et al	unpub	Wild	-28.91356461	151.9332451
AUS/QLD/WGR-5/2016	AUS/QLD/WGR-5/2016	RHDV	unpub	GI.1bP_GI.2	25/10/2016	AUS	QLD	Hall et al	unpub	Wild	-28.914118	151.935586
AUS/QLD/WWK-2/2017	AUS/QLD/WWK-2/2017	RHDV	unpub	GI.1bP_GI.2	4/05/2017	AUS	QLD	Hall et al	unpub	Wild	-27.455712	151.96686
AUS/SA/ADL-1/2016 	AUS/SA/ADL-1/2016 	RHDV	MF421662.1 	GI.1bP_GI.2	27/02/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.928321	138.600085
AUS/SA/BAL-2/2016 	AUS/SA/BAL-2/2016 	RHDV	MF421673.1 	GI.1bP_GI.2	28/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.146675	138.421474
AUS/SA/BAL-3/2016 	AUS/SA/BAL-3/2016 	RHDV	MF421674.1 	GI.1bP_GI.2	28/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.146675	138.421474
AUS/SA/BARM/2008	AUS/SA/BARM/2008	RHDV	KF494922.1 	GI.1c	1/10/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.25292	140.466457
AUS/SA/BillaKallina/2004 	AUS/SA/BillaKallina/2004 	RHDV	KT006740.1 	GI.1c	1/06/2004	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-29.862814	136.372029
AUS/SA/BLAK-1/2016 	AUS/SA/BLAK-1/2016 	RHDV	MF421613.1 	GI.1bP_GI.2	18/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.050015	138.883771
AUS/SA/BRA-1/2016 	AUS/SA/BRA-1/2016 	RHDV	MF421618.1 	GI.1bP_GI.2	24/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-33.676585	135.032761
AUS/SA/BULG/2009	AUS/SA/BULG/2009	RHDV	KF494923.1 	GI.1c	1/08/2009	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-28.297098	134.053827
AUS/SA/Bulgania/2009 	AUS/SA/Bulgania/2009 	RHDV	KT006745.1 	GI.1c	1/06/2009	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-28.297098	134.053827
AUS/SA/COL-1/2016 	AUS/SA/COL-1/2016 	RHDV	MF421619.1 	GI.1bP_GI.2	29/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.962694	139.745222
AUS/SA/COL-2/2016  	AUS/SA/COL-2/2016  	RHDV	MF421620.1 	GI.1bP_GI.2	29/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.962694	139.745222
AUS/SA/COO-1/2016 	AUS/SA/COO-1/2016 	RHDV	MF421601.1 	GI.1bP_GI.2	6/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-36.006457	140.266621
AUS/SA/Coorong/2004 	AUS/SA/Coorong/2004 	RHDV	KT006739.1 	GI.1c	1/06/2004	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-35.667105	139.091062
AUS/SA/CRA-1/2016 	AUS/SA/CRA-1/2016 	RHDV	MF421598.1 	GI.1bP_GI.2	17/01/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.982356	138.706136
AUS/SA/CRK-1/2016 	AUS/SA/CRK-1/2016 	RHDV	MF421617.1 	GI.1bP_GI.2	19/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.428578	138.332178
AUS/SA/Curnamona/1995	AUS/SA/Curnamona/1995	RHDV	KF494924.1 	GI.1c	1/10/1995	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.666181	139.578745
AUS/SA/CV-1/2016 	AUS/SA/CV-1/2016 	RHDV	MF421607.1 	GI.1bP_GI.2	27/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.633162	138.835921
AUS/SA/ECH/2008	AUS/SA/ECH/2008	RHDV	KF494925.1 	GI.1c	1/09/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.528613	138.687053
AUS/SA/FlindersRanges/1999 	AUS/SA/FlindersRanges/1999 	RHDV	KT006734.1 	GI.1c	1/06/1999	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-31.409718	138.749811
AUS/SA/FlindersRanges/2002 	AUS/SA/FlindersRanges/2002 	RHDV	KT006737.1 	GI.1c	1/06/2002	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-31.355886	138.672414
AUS/SA/FlindersRanges/2006	AUS/SA/FlindersRanges/2006	RHDV	KT006742.1 	GI.1c	1/06/2006	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-31.355886	138.672414
AUS/SA/FRNP-ORA/2008	AUS/SA/FRNP-ORA/2008	RHDV	KF494926.1 	GI.1c	1/06/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-32.31704	137.949111
AUS/SA/GLE-1/2016 	AUS/SA/GLE-1/2016 	RHDV	MF421672.1 	GI.1bP_GI.2	9/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.68307	140.595357
AUS/SA/GRNW/2008	AUS/SA/GRNW/2008	RHDV	KF494927.1 	GI.1c	1/10/2008	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-35.339404	138.619591
AUS/SA/Hillbank/2008 	AUS/SA/Hillbank/2008 	RHDV	KT006744.1 	GI.1c	1/06/2008	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-34.730789	138.687969
AUS/SA/HLT-1/2017	AUS/SA/HLT-1/2017	RHDV	unpub	GI.1bP_GI.2	1/06/2017	AUS	SA	Hall et al	unpub	Wild	-28.819008	138.134765
AUS/SA/KAL-1/2016 	AUS/SA/KAL-1/2016 	RHDV	MF421603.1 	GI.1bP_GI.2	13/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.561976	140.701888
AUS/SA/KAL-2/2016 	AUS/SA/KAL-2/2016 	RHDV	MF421604.1 	GI.1bP_GI.2	13/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.561976	140.701888
AUS/SA/KAL-3/2016 	AUS/SA/KAL-3/2016 	RHDV	MF421611.1 	GI.1bP_GI.2	17/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.561976	140.701888
AUS/SA/KOO-1/2016 	AUS/SA/KOO-1/2016 	RHDV	MF421671.1 	GI.1bP_GI.2	22/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-33.567764	138.325658
AUS/SA/LEA-1/2016 	AUS/SA/LEA-1/2016 	RHDV	MF421616.1 	GI.1bP_GI.2	5/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-33.97988	138.633685
AUS/SA/LH-1/2016 	AUS/SA/LH-1/2016 	RHDV	MF421605.1 	GI.1bP_GI.2	16/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.040346	138.864967
AUS/SA/LMR-3/2017	AUS/SA/LMR-3/2017	RHDV	unpub	GI.1bP_GI.2	7/07/2017	AUS	SA	Hall et al	unpub	Unknown	-35.460567	140.686967
AUS/SA/LOB-OLIVER08/2003	AUS/SA/LOB-OLIVER08/2003	RHDV	KF494928.1 	GI.1c	1/08/2003	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.528613	138.687053
AUS/SA/LYN-1/2016 	AUS/SA/LYN-1/2016 	RHDV	MF421599.1 	GI.1bP_GI.2	27/02/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.001733	138.604278
AUS/SA/MAC-1/2016 	AUS/SA/MAC-1/2016 	RHDV	MF421602.1 	GI.1bP_GI.2	10/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.174287	138.835881
AUS/SA/MAC-2/2016 	AUS/SA/MAC-2/2016 	RHDV	MF421606.1 	GI.1bP_GI.2	20/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.174099	138.834753
AUS/SA/MBR-1/2015 	AUS/SA/MBR-1/2015 	RHDV	MF421661.1 	GI.1bP_GI.2	1/12/2015	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.131827	139.262723
AUS/SA/MEA-1/2016 	AUS/SA/MEA-1/2016 	RHDV	MF421574.1 	GI.1bP_GI.2	12/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-35.18171	138.762284
AUS/SA/MERNMORA/1995	AUS/SA/MERNMORA/1995	RHDV	KF494929.1 	GI.1c	1/11/1995	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.54252	138.391198
AUS/SA/MIL-1/2016 	AUS/SA/MIL-1/2016 	RHDV	MF421666.1 	GI.1bP_GI.2	7/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-37.633835	140.352726
AUS/SA/Motpena/2013	AUS/SA/Motpena/2013	RHDV	KT006748.1 	GI.1c	1/06/2013	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-31.13721	138.301661
AUS/SA/MTO-1/2016 	AUS/SA/MTO-1/2016 	RHDV	MF421615.1 	GI.1bP_GI.2	3/06/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.866528	138.957934
AUS/SA/MTO-2/2016 	AUS/SA/MTO-2/2016 	RHDV	MF421612.1 	GI.1bP_GI.2	17/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-34.874367	138.96271
AUS/SA/MUN-1/2016 	AUS/SA/MUN-1/2016 	RHDV	MF421600.1 	GI.1bP_GI.2	5/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-36.393937	140.641656
AUS/SA/MUN-2/2016 	AUS/SA/MUN-2/2016 	RHDV	MF421575.1 	GI.1bP_GI.2	23/05/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Hare	-36.393457	140.639864
AUS/SA/MUN-3/2016 	AUS/SA/MUN-3/2016 	RHDV	MF421665.1 	GI.1bP_GI.2	5/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-36.392735	140.639566
AUS/SA/NAI-1/2016 	AUS/SA/NAI-1/2016 	RHDV	MF421667.1 	GI.1bP_GI.2	7/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-35.041883	138.911003
AUS/SA/NGA-1/2017	AUS/SA/NGA-1/2017	RHDV	unpub	GI.1bP_GI.2	19/06/2017	AUS	SA	Hall et al	unpub	Wild	-35.536976	140.766535
AUS/SA/NUR-1/2016 	AUS/SA/NUR-1/2016 	RHDV	MF421663.1 	GI.1bP_GI.2	1/03/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.466196	138.992167
AUS/SA/OneTreeHill/2003 	AUS/SA/OneTreeHill/2003 	RHDV	KT006738.1 	GI.1c	1/06/2003	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-34.715121	138.750314
AUS/SA/ONK-1/2016 	AUS/SA/ONK-1/2016 	RHDV	MF421664.1 	GI.1bP_GI.2	16/03/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.143861	138.542081
AUS/SA/ORA383/2008 	AUS/SA/ORA383/2008 	RHDV	KX357695.1 	GI.1c	29/10/2008	AUS	SA	Mahar et al	Benign Rabbit Caliciviruses Exhibit Similar Evolutionary Dynamics to their Virulent Relatives	Unknown	-31.364185	138.621822
AUS/SA/ORO-1/2016  	AUS/SA/ORO-1/2016  	RHDV	MF421621.1 	GI.1bP_GI.2	6/07/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-32.673784	138.633848
AUS/SA/ORR-1/2010	AUS/SA/ORR-1/2010	RHDV	KF494930.1 	GI.1c	1/10/2010	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-32.673784	138.633848
AUS/SA/PAR-1/2015 	AUS/SA/PAR-1/2015 	RHDV	MF421597.1 	GI.1bP_GI.2	15/12/2015	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-34.717537	140.746545
AUS/SA/PLUM/1995	AUS/SA/PLUM/1995	RHDV	KF494932.1 	GI.1c	1/10/1995	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.91625	139.774966
AUS/SA/PLUM-1/2010	AUS/SA/PLUM-1/2010	RHDV	KF494931.1 	GI.1c	1/08/2010	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-31.91625	139.774966
AUS/SA/RENMARK/2011	AUS/SA/RENMARK/2011	RHDV	KF494933.1 	GI.1c	1/09/2011	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-34.151741	140.745542
AUS/SA/REY-1/2016 	AUS/SA/REY-1/2016 	RHDV	MF421669.1 	GI.1bP_GI.2	21/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.094306	138.517745
AUS/SA/REY-2/2016 	AUS/SA/REY-2/2016 	RHDV	MF421670.1 	GI.1bP_GI.2	21/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Domestic	-35.094306	138.517745
AUS/SA/ROB-1/2016 	AUS/SA/ROB-1/2016 	RHDV	MF421668.1 	GI.1bP_GI.2	12/04/2016	AUS	SA	Mahar et al	Rabbit haemorrhagic disease virus 2 (GI.2) is replacing endemic strains of RHDV in the Australian landscape within 18 months of its arrival.	Wild	-37.16668	139.801849
AUS/SA/Robe/2000 	AUS/SA/Robe/2000 	RHDV	KT006736.1 	GI.1c	1/06/2000	AUS	SA	Eden et al	Comparative Phylodynamics of Rabbit Hemorrhagic Disease Virus in Australia and New Zealand	Wild	-37.171078	139.803523
AUS/SA/ROXDWNS/2011	AUS/SA/ROXDWNS/2011	RHDV	KF494934.1 	GI.1c	1/08/2011	AUS	SA	Kovaliski et al	Molecular epidemiology of Rabbit Haemorrhagic Disease Virus (RHDV) in Australia: when one became many	Wild	-30.559531	136.900856
